critic,fresh,imdb,publication,quote,review_date,rtid,title
Janet Maslin,none,118785.0,New York Times,,2004-08-30,770679667.0,Budbringeren
,fresh,118785.0,Globe and Mail,,2002-04-12,770679667.0,Budbringeren
Kenneth Turan,none,118785.0,Los Angeles Times,,2001-02-14,770679667.0,Budbringeren
Peter Stack,none,118785.0,San Francisco Chronicle,,2000-01-01,770679667.0,Budbringeren
James Berardinelli,fresh,118785.0,ReelViews,,2000-01-01,770679667.0,Budbringeren
Roger Ebert,fresh,118785.0,Chicago Sun-Times,,2000-01-01,770679667.0,Budbringeren
,fresh,118785.0,Entertainment Weekly,,1800-01-01,770679667.0,Budbringeren
Joe Leydon,none,120841.0,Variety,,2009-03-26,14417.0,Species II
Derek Adams,none,120841.0,Time Out,,2006-06-24,14417.0,Species II
,none,120841.0,Globe and Mail,,2003-04-25,14417.0,Species II
James Berardinelli,rotten,120841.0,ReelViews,,2000-01-01,14417.0,Species II
Lawrence Van Gelder,none,120841.0,New York Times,,2000-01-01,14417.0,Species II
Peter Stack,none,120841.0,San Francisco Chronicle,,2000-01-01,14417.0,Species II
,rotten,120841.0,Entertainment Weekly,,1998-04-10,14417.0,Species II
Daniel M. Kimmel,rotten,120856.0,Variety,"This silly adventure with Casper Van Dien as the latest Lord of the Apes comes across more like a sequel to George of the Jungle, but without the laughs.",2004-02-08,12058.0,Tarzan and the Lost City
Bob Heisler,none,120856.0,Los Angeles Times,,2001-02-14,12058.0,Tarzan and the Lost City
Jay Carr,rotten,120856.0,Boston Globe,,2000-01-01,12058.0,Tarzan and the Lost City
Peter Stack,rotten,120856.0,San Francisco Chronicle,,2000-01-01,12058.0,Tarzan and the Lost City
Lawrence Van Gelder,none,120856.0,New York Times,,2000-01-01,12058.0,Tarzan and the Lost City
James Berardinelli,rotten,120856.0,ReelViews,,2000-01-01,12058.0,Tarzan and the Lost City
,rotten,120856.0,Entertainment Weekly,,1998-04-24,12058.0,Tarzan and the Lost City
Joe Leydon,none,120610.0,Variety,,2009-03-27,12026.0,Black Dog
Lawrence Van Gelder,none,120610.0,New York Times,,2003-05-20,12026.0,Black Dog
Bob Heisler,none,120610.0,Los Angeles Times,,2002-08-15,12026.0,Black Dog
Jay Carr,rotten,120610.0,Boston Globe,,2000-01-01,12026.0,Black Dog
Susan Stark,rotten,120610.0,Detroit News,,2000-01-01,12026.0,Black Dog
Edward Guthmann,none,120610.0,San Francisco Chronicle,,2000-01-01,12026.0,Black Dog
,rotten,120610.0,Entertainment Weekly,,1998-05-01,12026.0,Black Dog
Brendan Kelly,none,119952.0,Variety,,2011-06-16,770739248.0,Priyatel pokoynika
Jeff Strickler,none,119952.0,Minneapolis Star Tribune,,2002-11-06,770739248.0,Priyatel pokoynika
,fresh,119952.0,Globe and Mail,,2002-04-24,770739248.0,Priyatel pokoynika
Kevin Thomas,none,119952.0,Los Angeles Times,,2001-02-14,770739248.0,Priyatel pokoynika
Peter Stack,none,119952.0,San Francisco Chronicle,,2000-01-01,770739248.0,Priyatel pokoynika
James Berardinelli,fresh,119952.0,ReelViews,,2000-01-01,770739248.0,Priyatel pokoynika
Stephen Holden,none,119952.0,New York Times,,2000-01-01,770739248.0,Priyatel pokoynika
,fresh,119952.0,Entertainment Weekly,,1800-01-01,770739248.0,Priyatel pokoynika
Christy Lemire,fresh,1010048.0,Associated Press,"Boyle takes his wildly high-energy visual aesthetic and applies it to a story that, at its core, is rather sweet and traditionally crowdpleasing.",2013-02-20,770770017.0,Slumdog Millionaire
Peter Howell,fresh,1010048.0,Toronto Star,It's Oliver Twist by way of City of God.,2013-02-20,770770017.0,Slumdog Millionaire
Richard Roeper,fresh,1010048.0,Richard Roeper.com,The best movie of 2008.,2009-02-07,770770017.0,Slumdog Millionaire
Dave Calhoun,fresh,1010048.0,Time Out,"Slumdog Millionaire, a film so upbeat and colourful that, by the time you're relaying its infectious air of optimism to friends, you could forget that it features orphans, slaughter, organised crime, poverty, enslavement and police brutality.",2009-01-09,770770017.0,Slumdog Millionaire
Amy Biancolli,fresh,1010048.0,Houston Chronicle,"Slumdog Millionaire is not the cure for all the world's ills, but it comes close. It solves, for instance, such endemic global problems as: a) sadness, b) lovelessness, c) cynicism, and d) the waning cultural relevance of Who Wants to Be a Millionaire.",2008-12-12,770770017.0,Slumdog Millionaire
Rene Rodriguez,fresh,1010048.0,Miami Herald,"From an early footchase in which the careening camera gives us a tour of the maze-like slums, to the ridiculously uplifting Bollywood dance number that plays over the end credits, Slumdog Millionaire makes for kinetic, exhilarating entertainment.",2008-12-12,770770017.0,Slumdog Millionaire
Roger Moore,fresh,1010048.0,Orlando Sentinel,"[A] taut, tense and witty tale of human tragedy and triumphant humanity set against the sweep of modern India.",2008-12-11,770770017.0,Slumdog Millionaire
Moira MacDonald,fresh,1010048.0,Seattle Times,"An intoxicating mix of genres: comedy, drama, suspense, even Bollywood-style musical.",2008-11-21,770770017.0,Slumdog Millionaire
Lisa Kennedy,fresh,1010048.0,Denver Post,"Watching Slumdog Millionaire, it's easy to believe director Danny Boyle has been working toward this brilliantly woven masterwork with each entertaining and diverse tale he's delivered.",2008-11-21,770770017.0,Slumdog Millionaire
Ty Burr,fresh,1010048.0,Boston Globe,I'll keep this simple: Cancel whatever you're doing tonight and go see Slumdog Millionaire instead.,2008-11-21,770770017.0,Slumdog Millionaire
Colin Covert,fresh,1010048.0,Minneapolis Star Tribune,"If Charles Dickens set Oliver Twist in 21st-century Mumbai, reimagining the sweeping story of love and friendship, poverty and tragedy through a Bollywood lens, the result would be a lot like Slumdog Millionaire.",2008-11-20,770770017.0,Slumdog Millionaire
Steven Rea,fresh,1010048.0,Philadelphia Inquirer,"It doesn't happen often, but when it does, look out: a movie that rocks and rolls, that transports, startles, delights, shocks, seduces. A movie that is, quite simply, great.",2008-11-20,770770017.0,Slumdog Millionaire
Bill Goodykoontz,fresh,1010048.0,Arizona Republic,The film is a delight.,2008-11-20,770770017.0,Slumdog Millionaire
Cole Haddon,fresh,1010048.0,Film.com,"Not that the movie from director Danny Boyle isn't satisfying, isn't more than worth seeing. But I had been expecting cinematic fireworks to justify the claim that it's the best movie of the new millennium.",2008-11-20,770770017.0,Slumdog Millionaire
Ben Lyons,fresh,1010048.0,At the Movies,Look for multiple Oscar nominations for this movie.,2008-11-17,770770017.0,Slumdog Millionaire
Ben Mankiewicz,fresh,1010048.0,At the Movies,Worth seeing.,2008-11-17,770770017.0,Slumdog Millionaire
Anthony Lane,rotten,1010048.0,New Yorker,"There are no surprises in this movie, and most people will be able to predict, within the first ten minutes, roughly how the last ten will pan out.",2008-11-17,770770017.0,Slumdog Millionaire
Peter Rainer,fresh,1010048.0,Christian Science Monitor,Danny Boyle's Slumdog Millionaire is trying very hard to be a Dickensian fable for our time.,2008-11-17,770770017.0,Slumdog Millionaire
J. R. Jones,fresh,1010048.0,Chicago Reader,"The movie brushes against some of India's worst social ills, but it's essentially a fairy tale.",2008-11-14,770770017.0,Slumdog Millionaire
Liam Lacey,fresh,1010048.0,Globe and Mail,"Slumdog Millionaire is skillful entertainment, with the simple message that the most intense life experiences yield the greatest education.",2008-11-14,770770017.0,Slumdog Millionaire
Lael Loewenstein,none,145048.0,Variety,,2008-10-16,770680065.0,Little Men
Jeff Strickler,none,145048.0,Minneapolis Star Tribune,,2002-11-06,770680065.0,Little Men
,rotten,145048.0,Globe and Mail,,2002-04-12,770680065.0,Little Men
Anita Gates,none,145048.0,New York Times,,2000-01-01,770680065.0,Little Men
Roger Ebert,rotten,145048.0,Chicago Sun-Times,,2000-01-01,770680065.0,Little Men
Susan Stark,rotten,145048.0,Detroit News,,2000-01-01,770680065.0,Little Men
Brendan Kelly,none,125128.0,Variety,,2009-03-26,15430.0,The Hanging Garden
Derek Adams,none,125128.0,Time Out,,2006-06-24,15430.0,The Hanging Garden
Jeff Strickler,none,125128.0,Minneapolis Star Tribune,,2002-11-06,15430.0,The Hanging Garden
,fresh,125128.0,Globe and Mail,,2002-07-12,15430.0,The Hanging Garden
Kevin Thomas,none,125128.0,Los Angeles Times,,2001-02-14,15430.0,The Hanging Garden
James Berardinelli,fresh,125128.0,ReelViews,,2000-01-01,15430.0,The Hanging Garden
Susan Stark,fresh,125128.0,Detroit News,,2000-01-01,15430.0,The Hanging Garden
Peter Stack,none,125128.0,San Francisco Chronicle,,2000-01-01,15430.0,The Hanging Garden
Stephen Holden,none,125128.0,New York Times,,2000-01-01,15430.0,The Hanging Garden
Roger Ebert,fresh,125128.0,Chicago Sun-Times,,2000-01-01,15430.0,The Hanging Garden
Owen Gleiberman,rotten,120777.0,Entertainment Weekly,,2011-09-07,14130.0,The Opposite of Sex
Andrew Sarris,none,120777.0,New York Observer,,2007-04-27,14130.0,The Opposite of Sex
,none,120777.0,Time Out,,2006-01-26,14130.0,The Opposite of Sex
,rotten,120777.0,Globe and Mail,,2003-04-25,14130.0,The Opposite of Sex
Jeff Strickler,none,120777.0,Minneapolis Star Tribune,,2002-11-06,14130.0,The Opposite of Sex
David Denby,none,120777.0,New York Magazine/Vulture,,2001-06-26,14130.0,The Opposite of Sex
Kristine McKenna,none,120777.0,Los Angeles Times,,2001-02-14,14130.0,The Opposite of Sex
Janet Maslin,fresh,120777.0,New York Times,,2000-01-01,14130.0,The Opposite of Sex
James Berardinelli,fresh,120777.0,ReelViews,,2000-01-01,14130.0,The Opposite of Sex
Susan Stark,rotten,120777.0,Detroit News,,2000-01-01,14130.0,The Opposite of Sex
Roger Ebert,fresh,120777.0,Chicago Sun-Times,,2000-01-01,14130.0,The Opposite of Sex
Ruthe Stein,fresh,120777.0,San Francisco Chronicle,,2000-01-01,14130.0,The Opposite of Sex
Cynthia Joyce,none,120777.0,Salon.com,,2000-01-01,14130.0,The Opposite of Sex
,rotten,120777.0,USA Today,,2000-01-01,14130.0,The Opposite of Sex
Joe Leydon,none,131436.0,Variety,,2009-03-26,14410.0,I Got the Hook Up
Lawrence Van Gelder,none,131436.0,New York Times,,2003-05-20,14410.0,I Got the Hook Up
Andy Seiler,rotten,131436.0,USA Today,"Slipshod storytelling, junior high-level acting and direction that resembles Aunt Gertrude's home movies.",2000-01-01,14410.0,I Got the Hook Up
Tom Keogh,rotten,131436.0,Film.com,A waste of time.,2000-01-01,14410.0,I Got the Hook Up
Joe Heim,rotten,119053.0,Seattle Times,"Unfortunately, Farley's unintended farewell is hardly memorable.",2014-07-15,10251.0,Almost Heroes
Paul Tatara,rotten,119053.0,CNN.com,"All of the guys on the expedition are dumb, and they say and do dumb things in dumb ways, dumbly.",2014-07-15,10251.0,Almost Heroes
Lisa Alspector,rotten,119053.0,Chicago Reader,"This 1998 comedy set in the early American west isn't unwatchable, just bad.",2014-07-15,10251.0,Almost Heroes
David Kronke,rotten,119053.0,Los Angeles Times,"All we're left with is a lame script and dithering direction, a lethal combination.",2014-07-15,10251.0,Almost Heroes
Ron Givens,rotten,119053.0,New York Daily News,"Those hallmark Farley situations, when he bursts into apoplexy over some challenge or outrage, seem unconvincing here. As for Perry, he doesn't show nearly enough charm or ego to be of interest.",2014-07-15,10251.0,Almost Heroes
John Krewson,rotten,119053.0,AV Club,"The plot isn't merely stupid, but heartless; viewers aren't given a single reason to watch beyond the anticipation of seeing Farley fall off more scenery.",2014-07-15,10251.0,Almost Heroes
Mark Caro,rotten,119053.0,Chicago Tribune,"All in the movie have been encouraged to play up the cartoonish aspects of their characters, and they deliver punch lines like a series of elbows to the rib cage.",2014-07-15,10251.0,Almost Heroes
Owen Gleiberman,rotten,119053.0,Entertainment Weekly,"Despite his compulsion to trash everything in his midst, including himself, Chris Farley deserved better.",2011-09-07,10251.0,Almost Heroes
Joe Leydon,rotten,119053.0,Variety,"Pacing is too slack for pic to ever achieve a satisfying comic momentum, and the limp ending is a real letdown.",2008-07-22,10251.0,Almost Heroes
Peter Stack,rotten,119053.0,San Francisco Chronicle,"As knucklehead comedies go, Almost Heroes could be worse. Just how much worse is open to debate.",2000-01-01,10251.0,Almost Heroes
James Berardinelli,rotten,119053.0,ReelViews,This is a dreadful motion picture -- a lowbrow example of period piece comedy with terrible production values and an exceptionally poor laughs-to-jokes ratio.,2000-01-01,10251.0,Almost Heroes
Susan Stark,rotten,119053.0,Detroit News,,2000-01-01,10251.0,Almost Heroes
Anita Gates,rotten,119053.0,New York Times,"The screenwriters just seem to be asking for it when they have Edwards demand of his scruffy team, ''Must you and the others reduce everything to its crudest terms?'' The answer is sadly obvious.",2000-01-01,10251.0,Almost Heroes
Lisa Schwarzbaum,rotten,119313.0,Entertainment Weekly,,2011-09-07,12310.0,Hope Floats
Derek Adams,none,119313.0,Time Out,,2006-06-24,12310.0,Hope Floats
Jeff Strickler,none,119313.0,Minneapolis Star Tribune,,2002-11-06,12310.0,Hope Floats
,rotten,119313.0,Globe and Mail,,2002-04-12,12310.0,Hope Floats
Kevin Thomas,none,119313.0,Los Angeles Times,,2001-02-14,12310.0,Hope Floats
,rotten,119313.0,USA Today,,2000-01-01,12310.0,Hope Floats
Mick LaSalle,rotten,119313.0,San Francisco Chronicle,,2000-01-01,12310.0,Hope Floats
Susan Stark,rotten,119313.0,Detroit News,,2000-01-01,12310.0,Hope Floats
Roger Ebert,rotten,119313.0,Chicago Sun-Times,,2000-01-01,12310.0,Hope Floats
James Berardinelli,rotten,119313.0,ReelViews,,2000-01-01,12310.0,Hope Floats
Janet Maslin,none,119313.0,New York Times,,2000-01-01,12310.0,Hope Floats
,rotten,119313.0,Entertainment Weekly,,1998-05-29,12310.0,Hope Floats
Colin Covert,fresh,278504.0,Minneapolis Star Tribune,"Like Memento, it invites viewing over and over again.",2014-08-25,14923.0,Insomnia
Jami Bernard,fresh,278504.0,New York Daily News,Insomnia is not so much about the murder mystery as it is about Will's internal struggle with what's right and what's possibly okay.,2014-08-25,14923.0,Insomnia
John Powers,fresh,278504.0,L.A. Weekly,"In the world of Christopher Nolan, memory is still as treacherous as nitroglycerin.",2014-08-25,14923.0,Insomnia
Richard Schickel,fresh,278504.0,TIME Magazine,"The film represents a triumph of atmosphere over a none-too-mysterious mystery. Which is to say that Nolan makes you feel the end-of-the-earth bleakness of his setting, makes you feel the way it can discombobulate people once they internalize it.",2013-08-05,14923.0,Insomnia
David Edelstein,fresh,278504.0,Slate,"With a run-of-the-mill bad-guy actor playing chief suspect Walter Finch, the movie might have tipped too far Pacino's way. But Robin Williams is a shockingly effective counterweight.",2013-08-05,14923.0,Insomnia
David Ansen,fresh,278504.0,Newsweek,"Scene by scene, screenwriter Hillary Seitz follows director Erik Skjoldbjaerg's original closely, but this remake deepens and improves upon the Norwegian film by giving Dormer a more complex relationship with Eckhart.",2013-08-05,14923.0,Insomnia
Ted Shen,rotten,278504.0,Chicago Reader,"Nolan uses visual pyrotechnics to pump up the tension and add to Pacino's sense of disorientation, but the feeling he evokes isn't as forlorn, creepy, or ambiguous as in the original (though the mountain wilderness is just as forbidding).",2013-08-05,14923.0,Insomnia
